mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
7	7	1/4	1/4	3/4	1	1	i6					g	i		i6	i		6					m	1	1	-2, 2, 1		1.0	-2.0	4	4	0.5	0.25	1.25	0.16666666666666666
8	8	0	0	3/4	1	1	V\\				1.0	g	i		V	V						\\	M	1	1	2, 6, 3		2.0	2.0	2	6	0.25	0.25	1.5	0.14285714285714285
9	8	0	0	3/4	1	1	V\\				2.0	g	i		V	V						\\	M	1	1	2, 6, 3		2.0	2.0	2	5	0.2857142857142857	0.25	1.5	0.14285714285714285
10	9	0	0	3/4	1	1	i6					g	i		i6	i		6					m	1	1	-2, 2, 1		1.0	-2.0	3	4	0.42857142857142855	0.375	0.875	0.3
11	10	0	0	3/4	1	1	VI					g	i		VI	VI							M	1	1	-3, 1, -2		-3.0	-3.0	5	4	0.5555555555555556	0.5	1.25	0.2857142857142857
12	11	0	0	3/4	1	1	III.V65/V					g	III		V65/V	V		65		V			Mm7	1	0	4, 1, -2, 0		0.0	4.0	3	6	0.3333333333333333	0.25	1.5	0.14285714285714285
13	12	0	0	3/4	1	1	V					g	III		V	V							M	1	0	-1, 3, 0		-1.0	-1.0	3	5	0.375	0.375	1.375	0.21428571428571427
14	13	0	0	3/4	1	1	ii					g	III		ii	ii							m	1	0	0, -3, 1		0.0	0.0	7	7	0.5	0.75	1.25	0.375
15	14	0	0	3/4	1	1	vi					g	III		vi	vi							m	1	0	1, -2, 2		1.0	1.0	1	6	0.14285714285714285	0.0	1.5	0.0
15	14	1/2	1/2	3/4	1	1	V65					g	III		V65	V		65					Mm7	1	0	3, 0, -3, -1		-1.0	3.0	0	3	0.0	0.0	0.75	0.0
16	15	0	0	3/4	1	1	I					g	III		I	I							M	1	0	-2, 2, -1		-2.0	-2.0	1	3	0.25	0.125	0.625	0.16666666666666666
16	15	1/4	1/4	3/4	1	1	V					g	III		V	V							M	1	0	-1, 3, 0		-1.0	-1.0	0	3	0.0	0.0	1.0	0.0
16	15	1/2	1/2	3/4	1	1	V7	0.153018	-2.5	/		g	III		V7	V		7					Mm7	1	0	-1, 3, 0, -3		-1.0	-1.0	2	1	0.6666666666666666	0.25	0.25	0.5
17	16	0	0	3/4	1	1	I\\					g	III		I	I						\\	M	1	0	-2, 2, -1		-2.0	-2.0	3	5	0.375	0.375	1.375	0.21428571428571427
18	17	0	0	3/4	1	1	i.V/iv					g	i		V/iv	V				iv			M	1	1	1, 5, 2		1.0	1.0	1	3	0.25	0.125	0.625	0.16666666666666666
18	17	1/4	1/4	3/4	1	1	iv6					g	i		iv6	iv		6					m	1	1	-3, 1, 0		0.0	-3.0	1	3	0.25	0.125	0.625	0.16666666666666666
18	17	1/2	1/2	3/4	1	1	V43/iv					g	i		V43/iv	V		43		iv			Mm7	1	1	2, -1, 1, 5		1.0	2.0	1	3	0.25	0.125	0.625	0.16666666666666666
19	18	0	0	3/4	1	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0.0	0.0	5	7	0.4166666666666667	0.625	1.375	0.3125
20	19	0	0	3/4	1	1	V					g	i		V	V							M	1	1	2, 6, 3		2.0	2.0	1	3	0.25	0.125	0.625	0.16666666666666666
20	19	1/4	1/4	3/4	1	1	i6					g	i		i6	i		6					m	1	1	-2, 2, 1		1.0	-2.0	1	3	0.25	0.125	0.625	0.16666666666666666
20	19	1/2	1/2	3/4	1	1	V65					g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2.0	6.0	1	3	0.25	0.125	0.625	0.16666666666666666
21	20	0	0	3/4	1	1	i					g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	1.5	0.0
21	20	1/2	1/2	3/4	1	1	V\\					g	i		V	V						\\	M	1	1	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.75	0.0
22	21	0	0	3/4	1	1	i					g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	6	7	0.46153846153846156	0.75	1.25	0.375
23	22	0	0	3/4	1	1	i					g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	3	5	0.375	0.375	1.875	0.16666666666666666
24	23	0	0	3/4	1	1	V65					g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2.0	6.0	0	3	0.0	0.0	0.375	0.0
24	23	1/8	1/8	3/4	1	1	i					g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	0.375	0.0
24	23	1/4	1/4	3/4	1	1	V					g	i		V	V							M	1	1	2, 6, 3		2.0	2.0	0	3	0.0	0.0	1.0	0.0
24	23	1/2	1/2	3/4	1	1	V7					g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	2	1	0.6666666666666666	0.25	0.25	0.5
25	24	0	0	3/4	1	1	i\\				1.0	g	i		i	i						\\	m	1	1	1, -2, 2		1.0	1.0	3	5	0.375	0.375	1.375	0.21428571428571427
26	24	0	0	3/4	1	1	i\\				2.0	g	i		i	i						\\	m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	2.25	0.0
