mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	slur
8	7	59/4	59/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	83			
8	7	13	13	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	84			
8	7	53/4	53/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	85			
8	7	27/2	27/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	86			
8	7	55/4	55/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	87			
8	7	14	14	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	88	ornamentShortTrill		
8	7	29/2	29/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	89			
9	8	15	15	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	90	ornamentShortTrill		
9	8	61/4	61/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	91			
9	8	31/2	31/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	92			
9	8	63/4	63/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	93			
9	8	16	16	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	94			
9	8	65/4	65/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	95			
9	8	33/2	33/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	96			
9	8	67/4	67/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	97			
9	8	15	15	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	98			
9	8	31/2	31/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	99			
9	8	16	16	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	100			
9	8	33/2	33/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	101			
10	9	17	17	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	102	ornamentShortTrill		
10	9	35/2	35/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	103			
10	9	18	18	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	104			14
10	9	75/4	75/4	0.08333333333333333	7/16	7/16	Chord	2/4	1	1	1/48		1/32	2/3	105			14
10	9	113/6	113/6	0.08333333333333333	11/24	11/24	Chord	2/4	1	1	1/48		1/32	2/3	106			14
10	9	227/12	227/12	0.08333333333333333	23/48	23/48	Chord	2/4	1	1	1/48		1/32	2/3	107			
10	9	17	17	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	108			
10	9	35/2	35/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	109			
10	9	18	18	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	110			
10	9	37/2	37/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	111			
11	10	19	19	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	112	ornamentShortTrill		
11	10	39/2	39/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	113			
11	10	20	20	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	114			15
11	10	81/4	81/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	115			
11	10	41/2	41/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	116			16
11	10	83/4	83/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	117			
11	10	19	19	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	118			
11	10	39/2	39/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	119			
11	10	20	20	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	120			
11	10	81/4	81/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	121			
11	10	41/2	41/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	122			
11	10	83/4	83/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	123			
12	11	21	21	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	124			
12	11	43/2	43/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	125			
12	11	22	22	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	126			17
12	11	89/4	89/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	127			
12	11	45/2	45/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	128			18
12	11	91/4	91/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	129			
12	11	21	21	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	130			
12	11	85/4	85/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	131			
12	11	43/2	43/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	132			
12	11	87/4	87/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	133			
12	11	22	22	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	134			
12	11	89/4	89/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	135			
12	11	45/2	45/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	136			
12	11	91/4	91/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	137			
13	12	23	23	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	138			
13	12	47/2	47/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	139			
13	12	24	24	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	140			
13	12	97/4	97/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	141			
13	12	49/2	49/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	142			
13	12	99/4	99/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	143			
13	12	23	23	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	144			
13	12	93/4	93/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	145			
13	12	47/2	47/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	146			
13	12	95/4	95/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	147			
13	12	24	24	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	148	ornamentShortTrill		
13	12	49/2	49/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	149			
14	13	25	25	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	150			
14	13	101/4	101/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	151			
14	13	51/2	51/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	152			
14	13	103/4	103/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	153			
14	13	26	26	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	154	ornamentShortTrill		19
14	13	107/4	107/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	155			19
14	13	215/8	215/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	156			
14	13	25	25	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	157			
14	13	101/4	101/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	158			
14	13	51/2	51/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	159			
14	13	103/4	103/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	160			
14	13	26	26	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	161			
14	13	53/2	53/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	162			
15	14	27	27	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	163			20
15	14	55/2	55/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	164			20
15	14	221/8	221/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	165			20
15	14	111/4	111/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	166			
15	14	223/8	223/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	167			
15	14	28	28	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	168	ornamentShortTrill		
15	14	57/2	57/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	169			
15	14	27	27	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	170			
15	14	28	28	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	171			
15	14	113/4	113/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	172			
15	14	57/2	57/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	173			
15	14	115/4	115/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	174			
16	15	29	29	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	175			
16	15	59/2	59/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	176			
16	15	30	30	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	177			
16	15	61/2	61/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	178			
16	15	29	29	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	179			
16	15	117/4	117/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	180			
16	15	59/2	59/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	181			
16	15	119/4	119/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	182			
16	15	30	30	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	183	ornamentShortTrill		21
16	15	123/4	123/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	184			21
16	15	247/8	247/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	185			
17	16	31	31	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	186			
17	16	63/2	63/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	187			
17	16	31	31	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	188			
18	16	32	32	0.0	0	1/4	StaffText	2/4	1	1	0						Reprise	
18	16	32	32	0.25	0	1/4	Chord	2/4	1	1	1/16		1/16	1	189			
18	16	129/4	129/4	0.25	1/16	5/16	Chord	2/4	1	1	1/16		1/16	1	190			
18	16	65/2	65/2	0.25	1/8	3/8	Chord	2/4	1	1	1/16		1/16	1	191			
18	16	131/4	131/4	0.25	3/16	7/16	Chord	2/4	1	1	1/16		1/16	1	192			
19	17	33	33	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	193			
19	17	133/4	133/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	194			
19	17	67/2	67/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	195			
19	17	135/4	135/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	196			
19	17	34	34	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	197			
19	17	139/4	139/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	198			
19	17	33	33	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	199			
19	17	133/4	133/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	200			
19	17	67/2	67/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	201			
19	17	135/4	135/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	202			
19	17	34	34	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	203			
19	17	137/4	137/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	204			
19	17	69/2	69/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	205			
19	17	139/4	139/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	206			
20	18	35	35	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	207	ornamentShortTrill		
20	18	71/2	71/2	0.0	1/8	1/8	Chord	2/4	1	1	0	appoggiatura	1/8	1	208			
20	18	71/2	71/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	209			
20	18	36	36	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	210			
20	18	145/4	145/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	211			
20	18	73/2	73/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	212			
20	18	147/4	147/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	213			
20	18	35	35	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	214			
20	18	141/4	141/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	215			
20	18	71/2	71/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	216			
20	18	143/4	143/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	217			
20	18	36	36	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	218			
20	18	73/2	73/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	219			
21	19	37	37	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	220			
21	19	149/4	149/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	221			
21	19	75/2	75/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	222			
21	19	151/4	151/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	223			
21	19	38	38	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	224			
21	19	153/4	153/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	225			
21	19	77/2	77/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	226			
21	19	155/4	155/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	227			
21	19	37	37	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	228			
21	19	149/4	149/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	229			
21	19	75/2	75/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	230			
21	19	151/4	151/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	231			
21	19	38	38	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	232			
21	19	153/4	153/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	233			
21	19	77/2	77/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	234			
21	19	155/4	155/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	235			
22	20	39	39	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	236			
22	20	157/4	157/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	237			
22	20	79/2	79/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	238			
22	20	159/4	159/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	239			
22	20	40	40	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	240			
22	20	161/4	161/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	241			
22	20	81/2	81/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	242			
22	20	163/4	163/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	243			
22	20	39	39	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	244			
22	20	157/4	157/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	245			
22	20	79/2	79/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	246			
22	20	159/4	159/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	247			
22	20	40	40	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	248			
22	20	161/4	161/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	249			
22	20	81/2	81/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	250			
22	20	163/4	163/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	251			
23	21	41	41	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	252			
23	21	165/4	165/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	253			
23	21	83/2	83/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	254			
23	21	167/4	167/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	255			
23	21	42	42	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	256	ornamentShortTrill		22
23	21	171/4	171/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	257			22
23	21	343/8	343/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	258			
23	21	41	41	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	259			
23	21	165/4	165/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	260			
23	21	83/2	83/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	261			
23	21	167/4	167/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	262			
23	21	42	42	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	263			
23	21	85/2	85/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	264			
24	22	43	43	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	265			
24	22	87/2	87/2	0.0	1/8	1/8	Chord	2/4	1	1	0	appoggiatura	1/8	1	266			
24	22	87/2	87/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	267			
24	22	44	44	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	268			
24	22	177/4	177/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	269			
24	22	89/2	89/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	270			
24	22	179/4	179/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	271			
24	22	43	43	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	272			
24	22	44	44	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	273			
24	22	177/4	177/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	274			
24	22	89/2	89/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	275			
24	22	179/4	179/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	276			
25	23	45	45	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	277			
25	23	181/4	181/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	278			
25	23	91/2	91/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	279			
25	23	183/4	183/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	280			
25	23	46	46	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	281			
25	23	185/4	185/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	282			
25	23	93/2	93/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	283			
25	23	187/4	187/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	284			
25	23	45	45	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	285			
