mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
14	14	81/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	260										
14	14	83/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	261										
14	14	39	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	262										
14	14	79/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	263										
14	14	81/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	264										
14	14	83/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	265										
14	14	39	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	7				
14	14	39	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	266										
14	14	79/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/8	#6	4+	3		
14	14	40	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/8	7	#3			
14	14	40	1.0	1/4	1/4	Chord	6/8	3	1	1/4			1/4	1	267										
14	14	81/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	6	4			
14	14	41	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/8	7				
14	14	41	1.0	1/2	1/2	Chord	6/8	3	1	1/4			1/4	1	268										
14	14	83/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	4+				
15	15	42	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	269										
15	15	85/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	270										
15	15	43	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	271										13
15	15	87/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	272	ornamentShortTrill									
15	15	175/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	273										
15	15	44	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	274	ornamentShortTrill									
15	15	179/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	275										
15	15	42	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	276										
15	15	85/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	277										
15	15	43	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	278										
15	15	87/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	279										
15	15	44	0.75	1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	280	ornamentShortTrill									
15	15	179/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	281										
15	15	42	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	6				
15	15	42	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	282										
15	15	85/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/8	4+				
15	15	43	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/8	#6				
15	15	43	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	283										
15	15	87/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	284										
15	15	44	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	#3_				
15	15	44	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	285										
15	15	89/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	7				
15	15	89/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	286										
16	16	45	0.0	0	0	StaffText	6/8	1	1	0							)								
16	16	45	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	287										
16	16	91/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	288										
16	16	183/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	289										
16	16	46	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	290										
16	16	185/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	291										
16	16	93/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	292	ornamentShortTrill									
16	16	187/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	293										
16	16	47	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	294										
16	16	189/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	295										
16	16	95/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	296										
16	16	191/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	297										
16	16	45	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	298										
16	16	46	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	299										
16	16	185/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	300										
16	16	93/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	301										
16	16	187/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	302										
16	16	47	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	303										
16	16	95/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	304										
16	16	45	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	305										
16	16	47	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	#3_				
16	16	47	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	306										
16	16	189/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	307										
16	16	95/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	308										
16	16	191/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	309										
17	17	48	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	310										
17	17	97/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	311										
17	17	49	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	312										
17	17	197/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	313										
17	17	99/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	314										
17	17	199/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	315										
17	17	50	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	316										
17	17	101/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	317										
17	17	48	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	318										
17	17	193/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	319										
17	17	97/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	320										
17	17	195/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	321										
17	17	49	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	322										
17	17	197/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	323										
17	17	99/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	324	ornamentShortTrill									
17	17	199/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	325										
17	17	50	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	326										
17	17	201/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	327										
17	17	101/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	328										
17	17	203/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	329										
17	17	48	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	330										
17	17	97/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	331										
17	17	50	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	#3_				
17	17	50	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	332										
17	17	201/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	333										
17	17	101/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	334										
17	17	203/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	335										
18	18	51	0.0	0	0	StaffText	6/8	1	1	0							)								
18	18	51	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	336	ornamentShortTrill									
18	18	103/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	337										
18	18	207/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	338										
18	18	52	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	339										
18	18	209/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	340										
18	18	105/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	341										
18	18	53	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	342										
18	18	213/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	343										
18	18	107/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	344										
18	18	215/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	345										
18	18	51	0.0	0	0	StaffText	6/8	2	1	0							)								
18	18	51	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	346										
18	18	103/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	347										
18	18	105/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	348										
18	18	53	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	349										
18	18	51	0.0	0	0	StaffText	6/8	3	1	0							)								
18	18	51	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	350										
18	18	52	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	351										
18	18	105/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	5	4			
18	18	105/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	352										
18	18	53	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	3_				
18	18	107/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	353										
19	19	54	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	354										
19	19	109/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	355										
19	19	219/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	356										
19	19	55	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	357										
19	19	221/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	358										
19	19	111/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	359										
19	19	56	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	360										
19	19	225/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	361										
19	19	113/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	362										
19	19	227/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	363										
19	19	54	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	364										
19	19	109/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	365										
19	19	219/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	366										
19	19	55	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	367										
19	19	221/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	368										
19	19	111/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	369										
19	19	56	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	370										
19	19	225/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	371										
19	19	113/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	372										
19	19	227/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	373										
19	19	54	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	7	3	2		
19	19	54	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	374										
19	19	109/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	6_				
19	19	55	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	375										
19	19	111/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/4	7				
19	19	111/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	376										
19	19	113/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	6	5			
19	19	113/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	377										
20	20	57	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	378	ornamentShortTrill									
20	20	58	0.75	1/4	1/4	Chord	6/8	1	1	3/16			1/8	3/2	379										
20	20	235/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	380										
20	20	59	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	381	ornamentShortTrill									
20	20	239/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	382										
20	20	57	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	383	ornamentShortTrill									
20	20	58	1.0	1/4	1/4	Chord	6/8	2	1	1/4			1/4	1	384										
20	20	59	0.75	1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	385	ornamentShortTrill									
20	20	239/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	386										
20	20	57	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	387										
20	20	58	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	388										
20	20	117/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	6	5			
20	20	117/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	389										
20	20	59	1.0	1/2	1/2	Chord	6/8	3	1	1/4			1/4	1	390										
21	21	60	0.0	0	0	StaffText	6/8	1	1	0							)								
21	21	60	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	391										
21	21	121/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	392										
21	21	123/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	393										
21	21	62	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	394										
21	21	125/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	395										
21	21	60	0.0	0	0	StaffText	6/8	2	1	0							)								
21	21	60	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	396										
21	21	121/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	397										
21	21	61	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	398										
21	21	123/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	399										14
21	21	247/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	400										14
21	21	62	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	401										14
21	21	249/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	402										14
21	21	125/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	403										
21	21	60	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	404										
21	21	121/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	5_				
21	21	121/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	405										
21	21	243/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	406										
21	21	61	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	407										
21	21	245/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	408										
21	21	123/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										3/8	7	#3_			
21	21	123/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	409										
21	21	247/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	410										
21	21	62	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	411										
21	21	249/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	412										
21	21	125/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	413										
21	21	251/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	414										
22	22	63	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	415										15
22	22	253/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	416										15
22	22	127/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	417										15
22	22	255/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	418										15
22	22	64	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	419										
22	22	65	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	420										
22	22	131/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	421										
22	22	127/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	422										
22	22	64	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	423										
22	22	129/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	424										16
22	22	259/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	425										16
22	22	65	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	426										16
22	22	261/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	427										16
22	22	131/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	428										
22	22	63	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	429										
22	22	127/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	3_				
22	22	127/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	430										
22	22	255/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	431										
22	22	64	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	432										
22	22	257/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	433										
22	22	129/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										3/8	7_				
22	22	129/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	434										
22	22	259/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	435										
22	22	65	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	436										
22	22	261/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	437										
22	22	131/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	438										
22	22	263/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	439										
23	23	66	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	440	ornamentShortTrill									
23	23	133/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	441										
23	23	67	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	442										
23	23	135/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	443	ornamentShortTrill									
23	23	68	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	444										
23	23	137/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	445										
23	23	133/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	446										
23	23	68	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	447										
23	23	137/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	448										
23	23	66	0.0	0	0	FiguredBass	6/8	3	1	0										1/4	_				
23	23	66	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	449										
23	23	265/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	450										
23	23	133/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	451										
23	23	267/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	452										
23	23	67	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/8	6_				
23	23	67	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	453										
23	23	269/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	454										
23	23	135/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										3/8	#3_				
23	23	135/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	455										
23	23	271/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	456										
23	23	68	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	457										
23	23	273/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	458										
23	23	137/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/16	6				
23	23	137/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	459										
23	23	275/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	460										
24	24	69	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	461	ornamentShortTrill									
24	24	139/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	462										
24	24	70	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	463										
24	24	141/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	464										
24	24	283/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	465										
24	24	71	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	466	ornamentShortTrill									
24	24	287/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	467										
24	24	69	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	468	ornamentShortTrill									
24	24	139/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	469										
24	24	70	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	470										
24	24	281/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	471										
24	24	141/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	472										17
24	24	283/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	473										17
24	24	71	0.75	1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	474	ornamentShortTrill									
24	24	287/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	475										
24	24	69	0.0	0	0	FiguredBass	6/8	3	1	0										3/8	5	#3_			
24	24	69	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	476										
24	24	277/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	477										
24	24	139/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	478										
24	24	279/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	479										
24	24	70	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/16	6				
24	24	70	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	480										
24	24	281/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	481										
24	24	141/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	7				
24	24	141/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	482										
24	24	71	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	6	4+	3		
24	24	71	1.0	1/2	1/2	Chord	6/8	3	1	1/4			1/4	1	483	ornamentShortTrill									
25	25	72	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	484										
25	25	74	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	485										
25	25	149/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	486										
25	25	72	0.0	0	0	StaffText	6/8	2	1	0							)								
25	25	72	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	487	ornamentShortTrill									
25	25	145/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	488										
25	25	73	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	489										
25	25	147/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	490										18
25	25	74	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	491	ornamentShortTrill									
25	25	297/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	492										
25	25	149/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	493										
25	25	299/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	494										
25	25	72	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	#3				
25	25	72	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	495										
26	26	75	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	496										19
26	26	151/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	497										
26	26	303/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	498										
26	26	76	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	499										
26	26	305/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	500										
26	26	153/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							)								
26	26	153/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	501	ornamentShortTrill									
26	26	77	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	502										
26	26	75	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	503										
26	26	151/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	504	ornamentShortTrill									20
26	26	153/2	0.0	3/8	3/8	StaffText	6/8	2	1	0							)								
26	26	153/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	505										
26	26	77	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	506										
26	26	155/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	507										
26	26	151/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	508										
26	26	76	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/8	6	5			
26	26	76	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	509										
26	26	153/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	4+				
26	26	153/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	510										21
26	26	77	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	6_				
26	26	77	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	511	ornamentShortTrill									
26	26	309/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	512										
26	26	155/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	513										
27	27	78	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	514										
27	27	157/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	515										
27	27	79	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	516										
27	27	159/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							)								
27	27	159/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	517	ornamentShortTrill									
27	27	80	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	518										
27	27	161/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	519										
27	27	78	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	520										
27	27	157/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	521										
27	27	79	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	522										
27	27	159/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	523										22
27	27	80	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	524	ornamentShortTrill									
27	27	321/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	525										
27	27	161/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	526										
