mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
10	9	53/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	84									
11	10	27	0.0		0	0	Chord	3/4	1	1	0	appoggiatura		1/8	1	85									
11	10	27	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	86									
11	10	28	1.5		1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	87									
11	10	59/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	88									
11	10	27	0.0		0	0	FiguredBass	3/4	2	1	0										1/4	5	4_		
11	10	27	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	89									
11	10	55/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	90									
11	10	28	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										1/2	3_			
11	10	28	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	91									
11	10	57/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	92									
11	10	29	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	93									
11	10	59/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	94									
12	11	30	0.75		0	0	Chord	3/4	1	1	3/16			1/8	3/2	95									
12	11	123/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	96	ornamentShortTrill								
12	11	31	1.5		1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	97									
12	11	65/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	98									
12	11	30	0.0		0	0	FiguredBass	3/4	2	1	0										1/4	_			
12	11	30	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	99									
12	11	61/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	100									
12	11	31	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										1/2	5/_			
12	11	31	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	101									
12	11	63/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	102									
12	11	32	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	103									
12	11	65/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	104									
13	12	33	2.0		0	0	Chord	3/4	1	1	1/2			1/2	1	105	ornamentShortTrill								
13	12	35	0.0		1/2	1/2	StaffText	3/4	1	1	0							)							
13	12	35	0.0		1/2	1/2	Chord	3/4	1	1	0	appoggiatura		1/8	1	106									
13	12	35	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	107									
13	12	33	1.5		0	0	Chord	3/4	2	1	3/8			1/4	3/2	108									
13	12	69/2	0.0		3/8	3/8	FiguredBass	3/4	2	1	0										3/8	_			
13	12	69/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	109									
13	12	35	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	110									
13	12	71/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	111									
14	13	36	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	112									
14	13	37	1.0		1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	113	ornamentMordent								
14	13	38	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	114									
14	13	36	0.0		0	0	FiguredBass	3/4	2	1	0										3/4	6_			
14	13	36	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	115									
14	13	73/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	116									
14	13	37	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	117									
14	13	75/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	118									
14	13	38	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	119									
14	13	77/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	120									
15	14	39	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	121									
15	14	40	1.0		1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	122	ornamentMordent								
15	14	41	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	123									
15	14	39	0.0		0	0	FiguredBass	3/4	2	1	0										1/4	5_			
15	14	39	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	124									
15	14	79/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	125									
15	14	40	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										1/2	6_			
15	14	40	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	126									
15	14	81/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	127									
15	14	41	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	128									
15	14	83/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	129									
16	15	42	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	130	ornamentShortTrill								
16	15	43	0.0		1/4	1/4	Chord	3/4	1	1	0	appoggiatura		1/8	1	131									
16	15	43	1.5		1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	132									
16	15	89/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	133									
16	15	42	0.0		0	0	FiguredBass	3/4	2	1	0										1/4	_			
16	15	42	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	134									
16	15	85/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	135									
16	15	43	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										1/2	6_			
16	15	43	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	136									
16	15	87/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	137									
16	15	44	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	138									
16	15	89/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	139									
17	16	45	2.0		0	0	Chord	3/4	1	1	1/2			1/2	1	140	ornamentShortTrill								6
17	16	47	0.0		1/2	1/2	StaffText	3/4	1	1	0							)							
17	16	47	0.0		1/2	1/2	Chord	3/4	1	1	0	appoggiatura		1/8	1	141									
17	16	47	0.0		1/2	1/2	Chord	3/4	1	1	0	appoggiatura		1/8	1	142									
17	16	47	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	143									
17	16	45	0.0		0	0	FiguredBass	3/4	2	1	0										1/2	3_			
17	16	45	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	144									
17	16	46	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										1/4	7			
17	16	46	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	145									
17	16	47	0.0		1/2	1/2	StaffText	3/4	2	1	0							)							
17	16	47	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	146									
18	17	48	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	147									
18	17	97/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	148									
18	17	49	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	149									
18	17	99/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	150									
18	17	50	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	151									
18	17	101/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	152									
18	17	48	0.0		0	0	FiguredBass	3/4	2	1	0										1/4	5/			
18	17	48	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	153									
19	18	51	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	154	ornamentShortTrill								
19	18	103/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	155									
19	18	52	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	156									
19	18	105/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	157									
19	18	53	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	158									
19	18	107/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	159									
19	18	51	0.0		0	0	FiguredBass	3/4	2	1	0										1/4	#3			
19	18	51	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	160									
20	19	54	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	161									
20	19	109/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	162									
20	19	55	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	163									
20	19	111/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	164									
20	19	56	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	165									
20	19	113/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	166									
20	19	54	0.0		0	0	FiguredBass	3/4	2	1	0										1/4	5/			
20	19	54	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	167									
21	20	57	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	168	ornamentShortTrill								
21	20	115/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	169									
21	20	58	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	170									
21	20	117/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	171									
21	20	59	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	172									
21	20	119/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	173									
21	20	57	0.0		0	0	FiguredBass	3/4	2	1	0										3/8	#3			
21	20	57	1.5		0	0	Chord	3/4	2	1	3/8			1/4	3/2	174									
21	20	117/2	0.0		3/8	3/8	FiguredBass	3/4	2	1	0										1/8	6	4+	3	
21	20	117/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	175									
21	20	59	0.0		1/2	1/2	FiguredBass	3/4	2	1	0										1/8	6	4		
21	20	59	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	176									
21	20	119/2	0.0		5/8	5/8	FiguredBass	3/4	2	1	0										1/8	4+			
21	20	119/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	177									
22	21	60	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	178									
22	21	61	1.5		1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	179									
22	21	125/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	180									
22	21	60	0.0		0	0	StaffText	3/4	2	1	0							"petite reprise
Sy l'onvent"							
22	21	60	0.0		0	0	FiguredBass	3/4	2	1	0										3/4	6_			
22	21	60	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	181									
22	21	121/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	182									
22	21	61	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	183									
22	21	123/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	184									
22	21	62	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	185									
22	21	125/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	186									
23	22	63	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	187	ornamentMordent								
23	22	64	1.5		1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	188									
23	22	131/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	189									
23	22	63	0.0		0	0	FiguredBass	3/4	2	1	0										1/4	3_			
23	22	63	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	190									
23	22	127/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	191									
23	22	64	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										1/2	#5_			
23	22	64	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	192									
23	22	129/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	193									
23	22	65	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	194									
23	22	131/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	195									
24	23	66	0.75		0	0	Chord	3/4	1	1	3/16			1/8	3/2	196	ornamentShortTrill								7
24	23	267/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	197									
24	23	67	1.5		1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	198									8
24	23	137/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	199									
24	23	66	0.0		0	0	FiguredBass	3/4	2	1	0										3/16	#3			
24	23	66	0.75		0	0	Chord	3/4	2	1	3/16			1/8	3/2	200									
24	23	267/4	0.0		3/16	3/16	FiguredBass	3/4	2	1	0										1/16	6			
24	23	267/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	201									
24	23	67	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										3/8	6	4+	3_	
24	23	67	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	202									
24	23	135/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	203									
24	23	68	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	204									
24	23	137/2	0.0		5/8	5/8	FiguredBass	3/4	2	1	0										1/8	6	5		
24	23	137/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	205									
25	24	69	2.0		0	0	Chord	3/4	1	1	1/2			1/2	1	206	ornamentShortTrill								9
25	24	71	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	207									
25	24	71	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	208									
25	24	71	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	209									
25	24	69	0.0		0	0	FiguredBass	3/4	2	1	0										1/2	#3_			
25	24	69	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	210									
25	24	70	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										1/4	7			
25	24	70	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	211									
25	24	71	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	212									
