mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
3	2	6	6	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6_			
3	2	6	6	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	16												0
3	2	19/3	19/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	17												0
3	2	20/3	20/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	18												
4	3	7	7	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	19												
4	3	8	8	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	20												
4	3	8	8	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	21	ornamentMordent											
4	3	19/2	19/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	22												
4	3	7	7	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	4	3_	
4	3	7	7	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	23												1
4	3	22/3	22/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	24												1
4	3	23/3	23/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	25												
4	3	8	8	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	26												2
4	3	25/3	25/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	27												2
4	3	26/3	26/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	28												
4	3	9	9	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	5/			
4	3	9	9	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	29												
5	4	10	10	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	30	ornamentShortTrill											
5	4	11	11	0.0	1/4	1/4	StaffText	3/4	1	1	0						)										
5	4	11	11	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	31												
5	4	11	11	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	32												
5	4	12	12	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	33												
5	4	10	10	0.0	0	0	StaffText	3/4	2	1	0						)										
5	4	10	10	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	34												
5	4	12	12	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	35												
6	5	13	13	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	36												3
6	5	55/4	55/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	37												3
6	5	111/8	111/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	38												
6	5	14	14	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	39												
6	5	14	14	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	40	ornamentMordent											
6	5	31/2	31/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	41												
6	5	13	13	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	42												
6	5	14	14	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	4	2_		
6	5	29/2	29/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	43												
6	5	15	15	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6			
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	44												
7	6	16	16	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	45	ornamentMordent											
7	6	35/2	35/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	46												
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	47												
7	6	16	16	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	48												
7	6	49/3	49/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	49												
7	6	50/3	50/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	50												
7	6	17	17	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	5/_			
7	6	17	17	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	51												
7	6	52/3	52/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	52												
7	6	53/3	53/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	53												
7	6	18	18	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	54												
7	6	55/3	55/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	55												
7	6	56/3	56/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	56												
8	7	19	19	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	57												
8	7	20	20	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	58	ornamentMordent											
8	7	43/2	43/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	59												
8	7	19	19	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	60												
8	7	39/2	39/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	61												
8	7	20	20	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6			
8	7	20	20	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	62												
8	7	21	21	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	63												
9	8	22	22	0.0	0	0	StaffText	3/4	1	1	0						)										
9	8	22	22	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	64	ornamentShortTrill											
9	8	24	24	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	65												
9	8	22	22	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	66												
9	8	45/2	45/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	67												
9	8	23	23	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	68												
9	8	47/2	47/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	69												
9	8	24	24	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	5/_			
9	8	24	24	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	70												
9	8	49/2	49/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	71												
10	9	25	25	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	72	ornamentShortTrill											
10	9	26	26	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	73	ornamentMordent											
10	9	55/2	55/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	74												
10	9	25	25	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	75												
10	9	51/2	51/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	76												
10	9	26	26	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/2	6_			
10	9	26	26	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	77												
10	9	53/2	53/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	78												
10	9	27	27	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	79												
10	9	55/2	55/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	80												
11	10	28	28	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	81	ornamentShortTrill											
11	10	29	29	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	82												
11	10	29	29	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	83												
11	10	30	30	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	84												
11	10	28	28	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	h3_			
11	10	28	28	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	85												
11	10	85/3	85/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	86												
11	10	86/3	86/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	87												
11	10	29	29	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	4+_			
11	10	29	29	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	88												
11	10	88/3	88/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	89												
11	10	89/3	89/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	90												
11	10	30	30	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6_			
11	10	30	30	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	91												
11	10	91/3	91/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	92												
11	10	92/3	92/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	93												
12	11	31	31	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	94												
12	11	32	32	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	95												4
12	11	65/2	65/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	96												
12	11	33	33	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	97												5
12	11	67/2	67/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	98												
12	11	31	31	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	h6_			
12	11	31	31	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	99												
12	11	94/3	94/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	100												
12	11	95/3	95/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	101												
12	11	32	32	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	102												
12	11	33	33	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	103												
13	12	34	34	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	104												
13	12	35	35	0.0	1/4	1/4	StaffText	3/4	1	1	0						)										
13	12	35	35	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	105	ornamentShortTrill											
13	12	36	36	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	106												
13	12	34	34	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	h3_			
13	12	34	34	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	107												
13	12	71/2	71/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	108												
13	12	36	36	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6			
13	12	36	36	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	109												
14	13	37	37	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	110												6
14	13	38	38	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	111	ornamentShortTrill											
14	13	39	39	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	112												
14	13	37	37	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	3_		
14	13	37	37	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	113												
14	13	112/3	112/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	114												
14	13	113/3	113/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	115												
14	13	38	38	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6	3_		
14	13	38	38	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	116												
14	13	115/3	115/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	117												
14	13	116/3	116/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	118												
14	13	39	39	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	3_		
14	13	39	39	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	119												
14	13	118/3	118/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	120												
14	13	119/3	119/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	121												
15	14	40	40	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	122												7
15	14	83/2	83/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	123												7
15	14	167/4	167/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	124												
15	14	42	42	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	125												
15	14	42	42	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	126	ornamentMordent											
15	14	40	40	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6_			
15	14	40	40	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	127												
15	14	121/3	121/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	128												
15	14	122/3	122/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	129												
15	14	41	41	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	h6	4	3_	
15	14	41	41	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	130												
15	14	124/3	124/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	131												
15	14	125/3	125/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	132												
15	14	42	42	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6_			
15	14	42	42	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	133												
15	14	127/3	127/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	134												
15	14	128/3	128/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	135												
16	15	43	43	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	136												
16	15	87/2	87/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	137												
16	15	44	44	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	138	ornamentShortTrill											
16	15	91/2	91/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	139												
16	15	43	43	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	5_		
16	15	43	43	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	140												
16	15	130/3	130/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	141												
16	15	131/3	131/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	142												
16	15	44	44	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/2	h3_			
16	15	44	44	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	143												
16	15	45	45	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7			
16	15	45	45	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	144												
17	16	46	46	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	145												
17	16	46	46	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	146												
18	16	48	48	0.0	0	1/2	StaffText	3/4	1	1	0						reprise										
18	16	48	48	1.0	0	1/2	Chord	3/4	1	1	1/4		1/4	1	147												
19	17	49	49	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	148												
19	17	50	50	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	149	ornamentShortTrill											
19	17	103/2	103/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	150												
19	17	51	51	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7			
19	17	51	51	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	151												
20	18	52	52	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	152												
20	18	52	52	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	153	ornamentMordent											
20	18	53	53	0.0	1/4	1/4	StaffText	3/4	1	1	0						)										
20	18	53	53	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	154												
20	18	53	53	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	155												
20	18	54	54	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	156												
20	18	52	52	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	157												8
20	18	157/3	157/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	158												8
20	18	158/3	158/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	159												8
20	18	53	53	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	160												8
20	18	160/3	160/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	161												8
20	18	161/3	161/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	162												
20	18	54	54	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	163												
20	18	163/3	163/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	164												
20	18	164/3	164/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	165												
21	19	55	55	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	166												
21	19	55	55	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	167												
21	19	56	56	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	168												9
21	19	113/2	113/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	169												
21	19	57	57	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	170												10
21	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	171												
21	19	55	55	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	5_		
21	19	55	55	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	172												
21	19	166/3	166/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	173												
21	19	167/3	167/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	174												
21	19	56	56	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6	4_		
21	19	56	56	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	175												
21	19	169/3	169/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	176												
21	19	170/3	170/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	177												
21	19	57	57	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	4+_		
21	19	57	57	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	178												
21	19	172/3	172/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	179												
21	19	173/3	173/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	180												
22	20	58	58	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	181	ornamentShortTrill											
22	20	59	59	0.0	1/4	1/4	StaffText	3/4	1	1	0						)										
22	20	59	59	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	182												
22	20	59	59	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	183												
22	20	60	60	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	184												
22	20	58	58	0.0	0	0	FiguredBass	3/4	2	1	0												1/12	#3			
22	20	58	58	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	185												11
22	20	175/3	175/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	186												11
22	20	176/3	176/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	187												11
22	20	59	59	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	188												11
22	20	178/3	178/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	189												11
22	20	179/3	179/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	190												
22	20	60	60	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6_			
22	20	60	60	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	191												
22	20	181/3	181/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	192												
22	20	182/3	182/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	193												
23	21	61	61	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	194												
23	21	61	61	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	195												
23	21	62	62	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	196												
23	21	62	62	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	197												
23	21	63	63	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	198												
23	21	63	63	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	199												
23	21	61	61	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	_			
23	21	61	61	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	200												
23	21	184/3	184/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	201												
23	21	185/3	185/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	202												
23	21	62	62	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	8	5/_		
23	21	62	62	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	203												
23	21	187/3	187/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	204												
23	21	188/3	188/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	205												
23	21	63	63	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	#3_			
23	21	63	63	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	206												
23	21	190/3	190/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	207												
23	21	191/3	191/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	208												
24	22	64	64	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	209												
24	22	131/2	131/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	210												
24	22	66	66	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	211												
24	22	64	64	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6_			
24	22	64	64	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	212												
24	22	193/3	193/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	213												
24	22	194/3	194/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	214												
24	22	65	65	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	#6_			
24	22	65	65	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	215												
24	22	196/3	196/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	216												
24	22	197/3	197/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	217												
24	22	66	66	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6_			
24	22	66	66	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	218												
24	22	199/3	199/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	219												
24	22	200/3	200/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	220												
25	23	67	67	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	221												
25	23	68	68	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	222												
25	23	68	68	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	223	ornamentMordent											
25	23	139/2	139/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	224												
25	23	67	67	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	5_		
25	23	67	67	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	225												
25	23	202/3	202/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	226												
25	23	203/3	203/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	227												
25	23	68	68	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6	4		
